年纪,工作性质,家庭收入,学位,婚姻状况,工作类型,家庭情况,族裔,性别,工作地点,标签
37,Self-emp,66924,Highschool,Widowed,Part-time,Living with Family,White,Female,Rural,1
19,Unemployed,163771,Master,Single,Full-time,Living Alone,Black,Female,Urban,1
23,Unemployed,53376,Highschool,Single,Contract,Living Alone,Other,Male,Rural,1
54,Unemployed,181243,Master,Divorced,Intern,Living with Roommates,Other,Male,Urban,1
55,Unemployed,28776,Highschool,Single,Full-time,Living Alone,Black,Male,Suburban,0
49,Unemployed,15162,PhD,Divorced,Full-time,Living Alone,Black,Male,Suburban,0
63,Private,120416,Highschool,Married,Contract,Living Alone,Black,Male,Urban,1
41,Self-emp,179223,Master,Widowed,Full-time,Living with Family,Other,Female,Urban,1
53,Private,61939,Bachelor,Married,Contract,Living Alone,Asian,Male,Urban,1
63,Government,145902,Bachelor,Divorced,Intern,Living Alone,Hispanic,Male,Suburban,1
66,Government,166352,Bachelor,Divorced,Part-time,Living Alone,White,Female,Rural,1
66,Government,66468,PhD,Married,Part-time,Living with Roommates,Other,Female,Rural,1
60,Government,143766,Highschool,Single,Intern,Living with Roommates,Other,Female,Suburban,1
42,Private,186907,Highschool,Divorced,Part-time,Living with Family,Asian,Female,Rural,1
62,Self-emp,69621,Highschool,Married,Contract,Living with Family,Asian,Male,Suburban,1
60,Self-emp,165282,Bachelor,Widowed,Contract,Living Alone,Asian,Male,Suburban,1
28,Unemployed,198196,Bachelor,Divorced,Contract,Living with Family,Black,Male,Suburban,1
22,Unemployed,190622,Highschool,Married,Part-time,Living with Roommates,Other,Male,Suburban,1
46,Government,84261,Bachelor,Divorced,Contract,Living Alone,Asian,Male,Rural,1
21,Government,170555,Master,Single,Intern,Living with Roommates,Asian,Female,Suburban,1
54,Unemployed,128188,Bachelor,Married,Contract,Living with Family,Hispanic,Male,Urban,1
65,Government,24023,PhD,Married,Contract,Living with Roommates,Black,Female,Rural,0
43,Self-emp,108454,Master,Divorced,Full-time,Living Alone,Hispanic,Female,Rural,1
42,Self-emp,70063,Bachelor,Widowed,Contract,Living with Roommates,Other,Male,Rural,1
28,Self-emp,96923,Bachelor,Divorced,Part-time,Living Alone,Black,Male,Rural,1
22,Private,58792,Master,Divorced,Contract,Living with Roommates,White,Female,Rural,1
35,Government,42629,Bachelor,Widowed,Intern,Living with Family,Other,Female,Rural,0
48,Unemployed,102878,PhD,Married,Contract,Living with Family,Black,Female,Rural,1
46,Government,132003,Master,Single,Contract,Living with Family,Other,Female,Rural,1
30,Government,174069,Bachelor,Divorced,Full-time,Living Alone,Hispanic,Male,Rural,1
21,Private,30454,Bachelor,Married,Part-time,Living with Roommates,Black,Male,Urban,0
47,Government,89810,Highschool,Widowed,Intern,Living with Roommates,Other,Female,Urban,1
37,Government,120444,Master,Married,Full-time,Living Alone,Asian,Female,Suburban,1
19,Unemployed,157440,Master,Divorced,Intern,Living Alone,White,Male,Urban,1
53,Unemployed,144648,Bachelor,Married,Part-time,Living with Family,Hispanic,Male,Suburban,1
50,Private,125580,Bachelor,Widowed,Contract,Living with Family,Other,Female,Rural,1
67,Self-emp,82246,PhD,Single,Full-time,Living Alone,Asian,Male,Suburban,1
36,Unemployed,23909,PhD,Divorced,Full-time,Living with Roommates,Other,Female,Suburban,0
69,Self-emp,95844,PhD,Divorced,Intern,Living with Family,Other,Male,Urban,1
34,Unemployed,177772,PhD,Widowed,Intern,Living with Family,Asian,Female,Rural,1
40,Private,145223,PhD,Single,Contract,Living with Family,Black,Female,Suburban,1
59,Self-emp,11667,Master,Single,Contract,Living with Family,Hispanic,Male,Urban,0
56,Government,37643,Bachelor,Divorced,Intern,Living with Family,Hispanic,Male,Rural,0
31,Government,51363,PhD,Married,Full-time,Living with Roommates,Hispanic,Female,Rural,1
65,Self-emp,193622,Highschool,Married,Contract,Living with Family,Black,Female,Urban,1
60,Government,70032,Highschool,Single,Contract,Living Alone,Black,Male,Suburban,1
25,Government,14940,Highschool,Single,Intern,Living with Roommates,Asian,Male,Suburban,0
27,Self-emp,43069,PhD,Widowed,Intern,Living with Family,Other,Female,Suburban,0
59,Unemployed,107739,Highschool,Divorced,Full-time,Living with Family,Black,Female,Urban,1
56,Government,90451,PhD,Single,Intern,Living with Family,White,Male,Urban,1
30,Self-emp,152467,Highschool,Divorced,Intern,Living with Family,Other,Female,Urban,1
29,Unemployed,62864,Bachelor,Widowed,Part-time,Living with Roommates,Other,Female,Rural,1
43,Private,91203,Master,Married,Full-time,Living with Family,Asian,Male,Urban,1
25,Unemployed,35168,Bachelor,Married,Contract,Living with Roommates,Asian,Female,Suburban,0
66,Private,70937,PhD,Married,Part-time,Living with Roommates,Black,Male,Rural,1
29,Government,15260,Highschool,Married,Part-time,Living with Roommates,White,Male,Suburban,0
46,Private,65486,PhD,Divorced,Part-time,Living with Roommates,Asian,Male,Suburban,1
18,Government,86036,Bachelor,Married,Contract,Living Alone,Asian,Female,Urban,1
58,Private,149789,Master,Divorced,Intern,Living with Roommates,Black,Female,Suburban,1
58,Private,42171,Bachelor,Divorced,Intern,Living with Family,White,Female,Urban,0
35,Unemployed,17226,PhD,Married,Part-time,Living with Roommates,Other,Male,Rural,0
43,Self-emp,144176,Highschool,Married,Part-time,Living with Family,Other,Female,Suburban,1
35,Unemployed,82531,Bachelor,Divorced,Full-time,Living with Family,Black,Male,Urban,1
29,Unemployed,46467,Bachelor,Divorced,Part-time,Living Alone,Black,Female,Suburban,0
45,Private,137509,Bachelor,Married,Full-time,Living Alone,White,Female,Rural,1
30,Government,106369,Bachelor,Divorced,Part-time,Living with Roommates,Hispanic,Female,Rural,1
65,Unemployed,166767,Highschool,Widowed,Full-time,Living with Roommates,Black,Male,Rural,1
52,Private,144529,Master,Married,Intern,Living with Roommates,Hispanic,Female,Rural,1
37,Unemployed,28194,Highschool,Single,Part-time,Living with Family,Other,Male,Rural,0
45,Unemployed,192017,Highschool,Divorced,Intern,Living with Family,Asian,Male,Suburban,1
50,Government,42197,Bachelor,Single,Part-time,Living with Roommates,Other,Male,Urban,0
35,Private,104781,Bachelor,Married,Contract,Living with Roommates,White,Female,Rural,1
45,Self-emp,53613,Master,Married,Part-time,Living with Roommates,Black,Female,Rural,1
68,Self-emp,23413,Master,Single,Contract,Living with Roommates,Asian,Female,Rural,0
50,Unemployed,167617,PhD,Married,Intern,Living with Family,Other,Female,Suburban,1
52,Government,63365,Bachelor,Divorced,Intern,Living Alone,Other,Male,Urban,1
19,Self-emp,190527,Bachelor,Widowed,Part-time,Living Alone,White,Male,Rural,1
55,Private,151496,Bachelor,Divorced,Intern,Living Alone,Other,Female,Suburban,1
66,Government,189555,Master,Widowed,Full-time,Living with Roommates,Hispanic,Male,Suburban,1
32,Self-emp,166994,Master,Married,Contract,Living Alone,Hispanic,Female,Rural,1
40,Unemployed,61098,Bachelor,Married,Intern,Living with Roommates,Black,Female,Urban,1
21,Government,67606,Master,Single,Full-time,Living with Family,Black,Female,Urban,1
19,Private,191617,Highschool,Single,Contract,Living with Roommates,White,Female,Urban,1
34,Self-emp,38739,Highschool,Widowed,Contract,Living with Roommates,Hispanic,Female,Suburban,0
29,Private,18657,Master,Widowed,Intern,Living Alone,Asian,Female,Urban,0
54,Unemployed,19469,Highschool,Single,Contract,Living with Family,Black,Female,Suburban,0
42,Private,155583,PhD,Single,Full-time,Living Alone,White,Male,Rural,1
57,Government,57681,PhD,Divorced,Part-time,Living with Roommates,Hispanic,Female,Rural,1
55,Government,143513,Highschool,Married,Contract,Living with Roommates,Hispanic,Female,Rural,1
32,Government,83578,Master,Single,Part-time,Living with Roommates,Asian,Male,Rural,1
48,Private,89380,PhD,Divorced,Full-time,Living with Family,Asian,Male,Suburban,1
62,Self-emp,34903,Highschool,Single,Full-time,Living with Family,Hispanic,Female,Urban,0
25,Private,168845,Highschool,Married,Contract,Living Alone,White,Female,Rural,1
54,Unemployed,158830,PhD,Divorced,Intern,Living with Family,Other,Female,Urban,1
70,Private,153565,Master,Single,Part-time,Living with Family,Other,Male,Urban,1
54,Private,49131,Bachelor,Married,Full-time,Living with Family,Other,Female,Urban,0
21,Government,162956,Master,Single,Part-time,Living Alone,White,Female,Suburban,1
51,Unemployed,198496,Highschool,Divorced,Intern,Living Alone,Asian,Male,Suburban,1
22,Self-emp,133764,PhD,Married,Full-time,Living with Family,White,Female,Rural,1
51,Private,71313,Bachelor,Divorced,Part-time,Living with Roommates,White,Female,Urban,1
47,Self-emp,117272,Bachelor,Widowed,Full-time,Living with Roommates,Hispanic,Female,Rural,1
26,Private,114060,Highschool,Single,Full-time,Living Alone,Black,Male,Urban,1
24,Government,35873,Highschool,Single,Part-time,Living with Family,White,Male,Rural,0
68,Self-emp,33006,Bachelor,Widowed,Part-time,Living Alone,Black,Female,Urban,0
42,Unemployed,144168,PhD,Widowed,Part-time,Living with Roommates,Other,Female,Urban,1
62,Private,154499,Master,Widowed,Contract,Living Alone,Asian,Female,Urban,1
63,Private,196576,Highschool,Divorced,Intern,Living with Family,Hispanic,Male,Rural,1
41,Unemployed,109789,Highschool,Single,Intern,Living with Roommates,Hispanic,Male,Urban,1
21,Unemployed,141610,PhD,Married,Intern,Living with Family,Hispanic,Female,Urban,1
35,Unemployed,177329,Bachelor,Married,Part-time,Living with Family,Asian,Female,Urban,1
42,Self-emp,61725,PhD,Married,Contract,Living Alone,Hispanic,Male,Rural,1
70,Government,189684,PhD,Married,Intern,Living Alone,Asian,Female,Rural,1
42,Private,97915,Master,Married,Contract,Living with Roommates,Hispanic,Male,Suburban,1
33,Unemployed,154562,PhD,Widowed,Part-time,Living Alone,White,Female,Urban,1
65,Government,20238,PhD,Divorced,Part-time,Living with Roommates,Asian,Female,Urban,0
53,Government,195037,Highschool,Widowed,Intern,Living with Roommates,Hispanic,Male,Urban,1
26,Government,170097,Bachelor,Widowed,Intern,Living Alone,Black,Female,Urban,1
40,Self-emp,51348,Bachelor,Widowed,Part-time,Living with Roommates,White,Male,Rural,1
25,Government,51153,Master,Divorced,Full-time,Living with Roommates,White,Female,Suburban,1
21,Self-emp,171441,Master,Widowed,Contract,Living with Roommates,White,Female,Suburban,1
24,Private,88348,Master,Divorced,Part-time,Living with Roommates,Other,Male,Rural,1
33,Government,28308,Master,Single,Intern,Living Alone,Hispanic,Male,Urban,0
20,Unemployed,54533,PhD,Married,Contract,Living Alone,White,Male,Rural,1
59,Private,137006,PhD,Divorced,Intern,Living Alone,Hispanic,Female,Rural,1
49,Self-emp,51569,Highschool,Divorced,Intern,Living with Roommates,Hispanic,Female,Rural,1
38,Government,192572,Master,Married,Part-time,Living with Family,Asian,Female,Urban,1
50,Private,175148,Bachelor,Single,Intern,Living with Roommates,Hispanic,Female,Rural,1
24,Self-emp,33277,Highschool,Divorced,Intern,Living Alone,Other,Female,Suburban,0
53,Private,62543,PhD,Divorced,Intern,Living with Roommates,Asian,Female,Urban,1
70,Government,122813,PhD,Single,Full-time,Living with Roommates,Asian,Male,Urban,1
48,Unemployed,199097,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Female,Suburban,1
70,Unemployed,168108,PhD,Divorced,Contract,Living with Family,Asian,Female,Rural,1
40,Self-emp,173349,Master,Single,Contract,Living Alone,Asian,Male,Rural,1
23,Unemployed,113130,Master,Divorced,Full-time,Living with Roommates,Hispanic,Female,Urban,1
61,Government,92637,Bachelor,Divorced,Intern,Living Alone,White,Male,Urban,1
59,Self-emp,38371,Bachelor,Married,Intern,Living with Roommates,Asian,Female,Urban,0
30,Self-emp,52654,Highschool,Single,Intern,Living with Family,White,Female,Suburban,1
70,Self-emp,163964,Master,Widowed,Intern,Living Alone,Hispanic,Male,Rural,1
50,Unemployed,21246,Bachelor,Widowed,Full-time,Living with Roommates,Asian,Male,Suburban,0
61,Private,80582,Highschool,Married,Contract,Living with Roommates,Other,Male,Suburban,1
24,Government,181426,Master,Widowed,Full-time,Living with Family,Asian,Female,Suburban,1
59,Self-emp,149211,Bachelor,Divorced,Full-time,Living with Family,Black,Male,Suburban,1
25,Self-emp,147496,Master,Single,Contract,Living with Roommates,Black,Female,Suburban,1
40,Private,137518,PhD,Widowed,Intern,Living with Roommates,Asian,Female,Urban,1
40,Self-emp,133381,PhD,Widowed,Contract,Living with Family,White,Male,Rural,1
47,Private,28257,PhD,Married,Part-time,Living Alone,Other,Male,Suburban,0
61,Unemployed,59648,Highschool,Married,Contract,Living Alone,Asian,Female,Urban,1
29,Unemployed,40669,Bachelor,Married,Part-time,Living Alone,Hispanic,Female,Rural,0
31,Private,124263,PhD,Divorced,Full-time,Living Alone,Other,Male,Urban,1
51,Self-emp,16932,PhD,Married,Part-time,Living Alone,Black,Female,Urban,0
20,Unemployed,40281,Bachelor,Married,Part-time,Living Alone,Asian,Male,Rural,0
34,Private,154514,PhD,Married,Intern,Living Alone,Hispanic,Female,Urban,1
32,Government,87176,Master,Widowed,Intern,Living with Family,White,Male,Suburban,1
25,Self-emp,148496,Bachelor,Married,Full-time,Living Alone,Other,Male,Suburban,1
36,Self-emp,139501,Bachelor,Divorced,Intern,Living with Roommates,Other,Female,Suburban,1
38,Private,46524,PhD,Married,Contract,Living with Roommates,Asian,Female,Suburban,0
48,Private,33962,Bachelor,Single,Intern,Living with Family,Other,Female,Urban,0
40,Government,124114,Master,Widowed,Intern,Living with Family,Asian,Female,Suburban,1
26,Government,94613,Highschool,Single,Contract,Living with Family,Hispanic,Female,Urban,1
40,Unemployed,167239,PhD,Widowed,Intern,Living Alone,White,Male,Suburban,1
18,Self-emp,117175,PhD,Divorced,Part-time,Living with Roommates,Other,Male,Rural,1
25,Self-emp,167079,Highschool,Single,Full-time,Living with Family,Asian,Male,Suburban,1
68,Self-emp,32061,PhD,Divorced,Contract,Living with Roommates,Black,Male,Rural,0
30,Private,167398,PhD,Married,Intern,Living with Family,Black,Male,Urban,1
53,Self-emp,15433,Highschool,Divorced,Part-time,Living Alone,White,Female,Rural,0
37,Unemployed,18440,Master,Married,Intern,Living with Roommates,Hispanic,Female,Urban,0
55,Self-emp,99842,Highschool,Widowed,Full-time,Living with Roommates,Black,Female,Suburban,1
68,Government,185720,Master,Divorced,Part-time,Living Alone,Black,Male,Suburban,1
51,Private,89211,Master,Married,Full-time,Living with Family,Black,Female,Urban,1
46,Private,164054,Bachelor,Divorced,Part-time,Living with Roommates,Black,Male,Rural,1
25,Private,42119,Bachelor,Single,Full-time,Living with Roommates,Asian,Male,Suburban,0
19,Private,178635,Master,Single,Contract,Living Alone,Asian,Male,Rural,1
40,Government,55980,PhD,Divorced,Full-time,Living with Family,Other,Male,Rural,1
68,Government,178524,Bachelor,Married,Part-time,Living with Roommates,Other,Male,Suburban,1
34,Government,23648,Master,Divorced,Intern,Living Alone,Black,Male,Urban,0
29,Unemployed,108533,Bachelor,Divorced,Full-time,Living Alone,Asian,Male,Rural,1
38,Self-emp,54771,Bachelor,Married,Intern,Living with Roommates,White,Female,Urban,1
22,Private,50654,PhD,Single,Part-time,Living with Family,Other,Female,Suburban,1
66,Self-emp,57934,Highschool,Widowed,Intern,Living with Family,Black,Female,Suburban,1
22,Government,140449,Highschool,Married,Contract,Living Alone,Hispanic,Female,Rural,1
50,Self-emp,150129,Master,Single,Intern,Living with Family,Hispanic,Male,Suburban,1
68,Government,192262,PhD,Married,Contract,Living with Family,Hispanic,Male,Suburban,1
53,Self-emp,28939,Bachelor,Divorced,Contract,Living with Roommates,Other,Male,Urban,0
49,Private,16942,Master,Divorced,Contract,Living with Roommates,Black,Female,Urban,0
36,Self-emp,113936,Bachelor,Divorced,Part-time,Living with Roommates,Hispanic,Male,Urban,1
60,Self-emp,10087,Highschool,Married,Full-time,Living with Roommates,White,Female,Urban,0
23,Government,174894,Master,Widowed,Intern,Living with Roommates,Other,Female,Suburban,1
20,Private,148224,PhD,Divorced,Contract,Living with Family,White,Female,Rural,1
29,Private,40564,Master,Widowed,Full-time,Living with Family,White,Female,Suburban,0
29,Self-emp,86405,PhD,Widowed,Part-time,Living Alone,White,Female,Rural,1
49,Private,114596,PhD,Single,Intern,Living Alone,Hispanic,Male,Rural,1
48,Government,77536,Bachelor,Widowed,Contract,Living Alone,Black,Female,Urban,1
22,Self-emp,62276,Master,Widowed,Part-time,Living with Family,Other,Male,Suburban,1
53,Self-emp,136512,Master,Widowed,Contract,Living with Roommates,Black,Male,Rural,1
46,Unemployed,23117,Highschool,Divorced,Intern,Living with Family,Black,Male,Urban,0
45,Unemployed,107517,Bachelor,Divorced,Contract,Living Alone,Black,Female,Rural,1
47,Self-emp,127828,Bachelor,Widowed,Part-time,Living Alone,Other,Male,Rural,1
40,Self-emp,29440,PhD,Single,Part-time,Living with Family,Hispanic,Female,Suburban,0
34,Government,168379,Master,Divorced,Full-time,Living with Roommates,Asian,Male,Rural,1
68,Unemployed,156957,Highschool,Widowed,Contract,Living Alone,Black,Male,Rural,1
66,Self-emp,125754,Bachelor,Single,Intern,Living with Roommates,Black,Female,Urban,1
